id,utterance,label
ds10k-00053,Give me advice about project management.,chat
ds10k-00054,What should I know about classical music with examples? (variant 1792),chat
ds10k-00055,Demonstrate how to stack the boxes. (variant 807),motion_query
ds10k-00056,"I don't feel well, what should I take?",chat
ds10k-00057,Can you explain supply chains in simple terms? (variant 1106),chat
ds10k-00058,Please point at the fire extinguisher. (variant 73),motion_query
ds10k-00059,What are some healthy lunch ideas?,chat
ds10k-00060,Show me how to tie a knot. (variant 1132),motion_query
ds10k-00061,Perform a clap for me. (variant 1134),motion_query
ds10k-00062,move the charging dock to the kitchen.,motion_query
ds10k-00063,What are the benefits of Python programming?,chat
ds10k-00064,Summarize the history of robotics ethics. (variant 2220),chat
ds10k-00065,Lower your both hands slowly. (variant 1967),motion_query
ds10k-00066,What's a good gift for a birthday?,chat
ds10k-00067,Hand me the door. (variant 1670),motion_query
ds10k-00068,Recommend resources for digital privacy.,chat
ds10k-00069,Move to the hallway. (variant 297),motion_query
ds10k-00070,Back away from the fire extinguisher.,motion_query
ds10k-00071,How do I find a mentor?,chat
ds10k-00072,Compare supervised learning and unsupervised learning for beginners. (variant 1328),chat
ds10k-00073,Explain meditation step by step.,chat
ds10k-00074,Can you show me the power switch in the parking area.,motion_query
ds10k-00075,I need help with renewable energy for my homework. (variant 1375),chat
ds10k-00076,"I'm having trouble with my computer, any advice?",chat
ds10k-00077,"I feel sad today, can you cheer me up?",chat
ds10k-00078,Why is thermodynamics important?,chat
ds10k-00079,Pick up the shelf.,motion_query
ds10k-00080,Explain cryptography .,chat
ds10k-00081,Make an OK sign.,motion_query
ds10k-00082,Move to the charging station.,motion_query
ds10k-00083,Can you show me the book in the lobby.,motion_query
ds10k-00084,Compare NoSQL and logistic regression for beginners. (variant 1995),chat
ds10k-00085,Who invented the steam engine? (variant 2217),chat
ds10k-00086,What is the difference between reinforcement learning and momentum? (variant 997),chat
ds10k-00087,Explain the theory of relativity in simple terms.,chat
ds10k-00088,Can you explain natural language processing in simple terms?,chat
ds10k-00089,Help me understand vaccines briefly.,chat
ds10k-00090,Can you move the whiteboard to the doorway.,motion_query
ds10k-00091,Tell me something to cheer me up.,chat
ds10k-00092,Can you move the plant to the hallway.,motion_query
ds10k-00093,Can you play a song for me?,chat
ds10k-00094,What should I know about database design in detail?,chat
ds10k-00095,How far away is the sun?,chat
ds10k-00096,Where can I find information about photosynthesis?,chat
ds10k-00097,Summarize the history of critical thinking. (variant 1714),chat
ds10k-00098,Lower your hand slowly. (variant 1247),motion_query
ds10k-00099,Make a gesture that means help. (variant 1216),motion_query
ds10k-00100,point to the fire extinguisher. (variant 249),motion_query
ds10k-00101,Could you point to the exit sign.,motion_query
ds10k-00102,Can you help me plan a weekly menu?,chat
ds10k-00103,Follow me to the lobby. (variant 1879),motion_query
ds10k-00104,When was the telephone discovered? (variant 677),chat
ds10k-00105,Summarize the history of probability. (variant 1185),chat
ds10k-00106,Turn toward the red block.,motion_query
ds10k-00107,What is the difference between UDP and R?,chat
ds10k-00108,Follow me to the lab. (variant 1375),motion_query
ds10k-00109,Could you move the chair to the doorway.,motion_query
ds10k-00110,What are common mistakes in linear algebra?,chat
ds10k-00111,What should I know about robotics ethics ?,chat
ds10k-00112,Where can I find information about thermodynamics?,chat
ds10k-00113,Please show me the exit sign in the lobby.,motion_query
ds10k-00114,Can you move the power switch to the parking area.,motion_query
ds10k-00115,What are common mistakes in linear algebra? (variant 1580),chat
ds10k-00116,Act out curiosity.,motion_query
ds10k-00117,Guide me through the kitchen. (variant 317),motion_query
ds10k-00118,Can you show me the exit sign in the lab.,motion_query
ds10k-00119,Make a gesture that means stop. (variant 892),motion_query
ds10k-00120,What should I know about operating systems ? (variant 1815),chat
ds10k-00121,Could you show me the door in the hallway.,motion_query
ds10k-00122,Compare UDP and SVM for beginners. (variant 362),chat
ds10k-00123,move the drawer to the lobby.,motion_query
ds10k-00124,show me the laptop in the hallway. (variant 1655),motion_query
ds10k-00125,Can you suggest a good recipe for dinner?,chat
ds10k-00126,What should I know about blockchain step by step?,chat
ds10k-00127,Pick up the laptop.,motion_query
ds10k-00128,Show me how to scan the QR code. (variant 1096),motion_query
ds10k-00129,Help me understand renewable energy with examples. (variant 758),chat
ds10k-00130,I need some motivation to start exercising.,chat
ds10k-00131,Compare gradient descent and momentum for beginners.,chat
ds10k-00132,move the shelf to the workbench.,motion_query
ds10k-00133,Hand me the book on the table.,motion_query
ds10k-00134,Help me understand sleep hygiene step by step.,chat
ds10k-00135,Could you move the drawer to the lobby.,motion_query
ds10k-00136,Stop moving and hold your position. (variant 631),motion_query
ds10k-00137,Explain the concept of machine learning in simple terms.,chat
ds10k-00138,What are the ingredients for a healthy smoothie?,chat
ds10k-00139,I need help with meditation for my homework.,chat
ds10k-00140,Help me understand stress management in detail. (variant 183),chat
ds10k-00141,Perform a salute for me. (variant 1206),motion_query
ds10k-00142,What should I know about digital privacy for a beginner?,chat
ds10k-00143,What should I know about natural language processing in one paragraph?,chat
ds10k-00144,Look at the shelf. (variant 510),motion_query
ds10k-00145,I need help with public speaking for my homework. (variant 1582),chat
ds10k-00146,Walk to the charging station. (variant 1052),motion_query
ds10k-00147,Tell me about your capabilities.,chat
ds10k-00148,What is game theory? (variant 1955),chat
ds10k-00149,What is the best way to learn programming?,chat
ds10k-00150,Do you know any good Italian restaurants nearby?,chat
ds10k-00151,Grab the red block with your right hand. (variant 104),motion_query
ds10k-00152,Follow me to the doorway. (variant 475),motion_query
ds10k-00153,Give me advice about linguistics.,chat
ds10k-00154,What should I know about machine learning briefly?,chat
ds10k-00155,Put the laptop on the table. (variant 192),motion_query
ds10k-00156,What are the benefits of microeconomics? (variant 1684),chat
ds10k-00157,Pick up that cup from the table.,motion_query
ds10k-00158,I need help with Python programming for my homework.,chat
ds10k-00159,Show me which direction the store is.,motion_query
ds10k-00160,Could you show me the book in the classroom.,motion_query
ds10k-00161,Explain cryptography for a beginner.,chat
ds10k-00162,Compare k-means and HTTP for beginners. (variant 2317),chat
ds10k-00163,Back up a step.,motion_query
ds10k-00164,Stay where you are. (variant 1064),motion_query
ds10k-00165,Act out eating an apple.,motion_query
ds10k-00166,Catch the ball I throw.,motion_query
ds10k-00167,Explain renewable energy in detail.,chat
ds10k-00168,How do I fix back pain? (variant 1003),chat
ds10k-00169,Tell me about personal finance. (variant 1890),chat
ds10k-00170,Lead me to the kitchen. (variant 1542),motion_query
ds10k-00171,Compare supervised learning and HTTP for beginners. (variant 1052),chat
ds10k-00172,How do I change the language settings?,chat
ds10k-00173,Shake your head if you disagree. (variant 1790),motion_query
ds10k-00174,Move to the right side of the table.,motion_query
ds10k-00175,Help me understand linguistics with examples.,chat
ds10k-00176,Can you give me a summary of today's news?,chat
ds10k-00177,Pick up that book from the table.,motion_query
ds10k-00178,Where can I find information about operating systems? (variant 2288),chat
ds10k-00179,Please move the fire extinguisher to the kitchen.,motion_query
ds10k-00180,"I'm feeling lonely, can you talk to me?",chat
ds10k-00181,"I'm having trouble focusing, any tips?",chat
ds10k-00182,I need help with world history for my homework.,chat
ds10k-00183,Bring me the chair.,motion_query
ds10k-00184,How can I learn human anatomy? (variant 2053),chat
ds10k-00185,How do I fix stage fright? (variant 1785),chat
ds10k-00186,Stop moving and hold your position. (variant 307),motion_query
ds10k-00187,Should I invest in stocks?,chat
ds10k-00188,What should I know about stress management for a beginner?,chat
ds10k-00189,How do I fix decision fatigue? (variant 1647),chat
ds10k-00190,What are the benefits of game theory? (variant 1385),chat
ds10k-00191,Gesture towards the window.,motion_query
ds10k-00192,What is renewable energy? (variant 621),chat
ds10k-00193,Can you describe the painting in the living room?,chat
ds10k-00194,What should I know about game theory in one paragraph?,chat
ds10k-00195,Please show me the blue cup in the lobby.,motion_query
ds10k-00196,Can you explain blockchain technology?,chat
ds10k-00197,What are common mistakes in operating systems? (variant 982),chat
ds10k-00198,Could you move the blue cup to the conference room.,motion_query
ds10k-00199,How can I improve my time management?,chat
ds10k-00200,Can you show me the whiteboard in the parking area.,motion_query
ds10k-00201,What is the fastest way to the airport?,chat
ds10k-00202,Tell me about thermodynamics. (variant 2281),chat
ds10k-00203,What are common mistakes in Python programming? (variant 1373),chat
ds10k-00204,Can you explain vaccines in simple terms? (variant 1175),chat
ds10k-00205,What does 'serendipity' mean?,chat
ds10k-00206,Can you move the trash bin to the parking area.,motion_query
ds10k-00207,Step closer to the book. (variant 238),motion_query
ds10k-00208,Help me understand supply chains in detail.,chat
ds10k-00209,Please show me the blue cup in the charging station.,motion_query
ds10k-00210,How does operating systems work? (variant 2140),chat
ds10k-00211,Help me understand stress management step by step. (variant 1011),chat
ds10k-00212,Explain calculus in detail. (variant 2113),chat
ds10k-00213,Could you move the elevator button to the classroom.,motion_query
ds10k-00214,Imitate my walking style.,motion_query
ds10k-00215,show me the drawer in the charging station.,motion_query
ds10k-00216,What causes decision fatigue? (variant 1393),chat
ds10k-00217,Back away from the chair. (variant 1101),motion_query
ds10k-00218,Recommend resources for blockchain. (variant 1786),chat
ds10k-00219,Explain astrophysics for a beginner. (variant 2021),chat
ds10k-00220,Could you show me the shelf in the conference room.,motion_query
ds10k-00221,What should I know about personal finance briefly?,chat
ds10k-00222,Can you explain critical thinking in simple terms? (variant 1566),chat
ds10k-00223,What are common mistakes in machine learning?,chat
ds10k-00224,Explain calculus in one paragraph.,chat
ds10k-00225,Please show me the whiteboard in the classroom.,motion_query
ds10k-00226,Can you explain robotics ethics in simple terms?,chat
ds10k-00227,Move your head to look at the clock.,motion_query
ds10k-00228,Could you show me the shelf in the hallway.,motion_query
ds10k-00229,Pick up the blue cup. (variant 1811),motion_query
ds10k-00230,Please move the door to the doorway.,motion_query
ds10k-00231,What is microeconomics? (variant 989),chat
ds10k-00232,Help me understand evolution for a beginner. (variant 597),chat
ds10k-00233,Can you explain public speaking in simple terms?,chat
ds10k-00234,Shake your head if you disagree. (variant 530),motion_query
ds10k-00235,Lead me to the charging station. (variant 1650),motion_query
ds10k-00236,Put the marker on the table. (variant 1740),motion_query
ds10k-00237,move the laptop to the parking area.,motion_query
ds10k-00238,move the book to the charging station.,motion_query
ds10k-00239,Please move the trash bin to the conference room.,motion_query
ds10k-00240,Explain digital privacy in one paragraph.,chat
ds10k-00241,Give me advice about thermodynamics. (variant 2307),chat
ds10k-00242,What should I know about project management ?,chat
ds10k-00243,Place the red block near the door. (variant 877),motion_query
ds10k-00244,move the drawer to the workbench.,motion_query
ds10k-00245,Sit on the floor.,motion_query
ds10k-00246,Help me understand public speaking for a beginner. (variant 459),chat
ds10k-00247,Act out tiredness. (variant 855),motion_query
ds10k-00248,Tell me about epidemiology. (variant 1177),chat
ds10k-00249,I need help with climate change for my homework. (variant 731),chat
ds10k-00250,Who invented the camera? (variant 1251),chat
ds10k-00251,Stay here and watch the door.,motion_query
ds10k-00252,What are the benefits of resume writing? (variant 2259),chat
ds10k-00253,"Please answer with text, not actions.",chat
ds10k-00254,What is the speed of light?,chat
ds10k-00255,Lower your both hands slowly. (variant 1895),motion_query
ds10k-00256,What should I pack for a beach vacation?,chat
ds10k-00257,What should I know about thermodynamics step by step? (variant 1654),chat
ds10k-00258,Turn to face the drawer.,motion_query
ds10k-00259,Look at the toolbox.,motion_query
ds10k-00260,Turn around and face the door.,motion_query
ds10k-00261,show me the toolbox in the lobby. (variant 575),motion_query
ds10k-00262,Perform a clap for me. (variant 1530),motion_query
ds10k-00263,How do I fix eye strain? (variant 1164),chat
ds10k-00264,Push the button on the left.,motion_query
ds10k-00265,Act out confusion. (variant 819),motion_query
ds10k-00266,When was the telephone discovered? (variant 1528),chat
ds10k-00267,How can I learn stress management? (variant 2283),chat
ds10k-00268,What are common mistakes in linear algebra? (variant 2293),chat
ds10k-00269,Grab the trash bin with your right hand. (variant 1004),motion_query
ds10k-00270,Compare supervised learning and imitation learning for beginners.,chat
ds10k-00271,Why is microeconomics important? (variant 1981),chat
ds10k-00272,What causes procrastination? (variant 1347),chat
ds10k-00273,Demonstrate how to do a push-up.,motion_query
ds10k-00274,How do I fix decision fatigue? (variant 635),chat
ds10k-00275,Hand me the red block. (variant 1130),motion_query
ds10k-00276,Point to the charging dock. (variant 504),motion_query
ds10k-00277,Flip the switch.,motion_query
ds10k-00278,Can you move the power switch to the kitchen.,motion_query
ds10k-00279,Please move the chair to the lobby.,motion_query
ds10k-00280,Move to the hallway. (variant 981),motion_query
ds10k-00281,Can you wave at me? (variant 291),motion_query
ds10k-00282,How does photosynthesis work? (variant 783),chat
ds10k-00283,Bring me the power switch.,motion_query
ds10k-00284,What should I know about supply chains step by step? (variant 2114),chat
ds10k-00285,How do I meditate properly?,chat
ds10k-00286,Point to the clock on the wall.,motion_query
ds10k-00287,What causes memory leaks? (variant 1278),chat
ds10k-00288,What should I know about microeconomics ?,chat
ds10k-00289,How does renewable energy work? (variant 1358),chat
ds10k-00290,What are common mistakes in public speaking? (variant 39),chat
ds10k-00291,Compare k-means and SVM for beginners.,chat
ds10k-00292,Back away from the power switch. (variant 1209),motion_query
ds10k-00293,I need help with thermodynamics for my homework. (variant 478),chat
ds10k-00294,What is the best way to practice gratitude?,chat
ds10k-00295,Sign the word 'thank you' in sign language.,motion_query
ds10k-00296,Help me understand calculus with examples. (variant 2161),chat
ds10k-00297,Pick up the elevator button. (variant 803),motion_query
ds10k-00298,What are common mistakes in public speaking? (variant 430),chat
ds10k-00299,Can you move the plant to the classroom.,motion_query
ds10k-00300,Turn toward the window. (variant 1840),motion_query
ds10k-00301,Stop moving and hold your position. (variant 883),motion_query
ds10k-00302,How does compilers work? (variant 93),chat
ds10k-00303,What is the meaning of this word in Spanish?,chat
ds10k-00304,Gesture goodbye with your hand.,motion_query
ds10k-00305,Explain critical thinking briefly.,chat
ds10k-00306,Who invented the transistor? (variant 1619),chat
ds10k-00307,Where can I find information about supply chains?,chat
ds10k-00308,Please point to the first aid kit.,motion_query
ds10k-00309,Please point to the charging dock.,motion_query
ds10k-00310,Point to the sky.,motion_query
ds10k-00311,Do you have any advice for public speaking?,chat
ds10k-00312,What should I know about supply chains with examples?,chat
ds10k-00313,Can you show me the toolbox in the conference room.,motion_query
ds10k-00314,Can you explain the concept of machine learning?,chat
ds10k-00315,What should I know about computer vision in detail?,chat
ds10k-00316,When was the airplane discovered? (variant 2195),chat
ds10k-00317,What are common mistakes in classical music? (variant 775),chat
ds10k-00318,Place the blue cup near the door. (variant 1129),motion_query
ds10k-00319,Shake your head to indicate no.,motion_query
ds10k-00320,Lower your voice and step closer.,motion_query
ds10k-00321,How do I bake a chocolate cake?,chat
ds10k-00322,Compare random forests and SVM for beginners.,chat
ds10k-00323,Rotate toward the audience. (variant 1399),motion_query
ds10k-00324,Hand me the window. (variant 266),motion_query
ds10k-00325,Step closer to the window.,motion_query
ds10k-00326,What are common mistakes in project management? (variant 2063),chat
ds10k-00327,Can you give me advice on job interviews?,chat
ds10k-00328,Help me understand database design briefly.,chat
ds10k-00329,Please move the power switch to the hallway.,motion_query
ds10k-00330,What are common mistakes in calculus? (variant 2270),chat
ds10k-00331,Stay where you are. (variant 92),motion_query
ds10k-00332,Please show me the shelf in the conference room. (variant 287),motion_query
ds10k-00333,Help me understand meditation in one paragraph.,chat
ds10k-00334,point to the drawer. (variant 1257),motion_query
ds10k-00335,How do you process speech?,chat
ds10k-00336,Why is time management important? (variant 325),chat
ds10k-00337,move the window to the workbench.,motion_query
ds10k-00338,Explain without moving.,chat
ds10k-00339,Can you explain critical thinking in simple terms?,chat
ds10k-00340,Bring me the laptop.,motion_query
ds10k-00341,What is the difference between reinforcement learning and SVM? (variant 675),chat
ds10k-00342,Explain computer vision briefly.,chat
ds10k-00343,Stand still until I come back.,motion_query
ds10k-00344,Blink twice if you need a break.,motion_query
ds10k-00345,Why is supply chains important?,chat
ds10k-00346,How do I learn to play the guitar?,chat
ds10k-00347,Please move the laptop to the workbench.,motion_query
ds10k-00348,Tell me about stress management. (variant 1775),chat
ds10k-00349,Come closer and whisper to me.,motion_query
ds10k-00350,Look at the book. (variant 942),motion_query
ds10k-00351,Describe the main ideas behind database design. (variant 111),chat
ds10k-00352,Please point at the fire extinguisher. (variant 37),motion_query
ds10k-00353,How can I improve my sleep schedule?,chat
ds10k-00354,Could you move the power switch to the conference room. (variant 142),motion_query
ds10k-00355,Move to the parking area. (variant 765),motion_query
ds10k-00356,Guide me through the kitchen. (variant 1577),motion_query
ds10k-00357,What's your favorite hobby?,chat
ds10k-00358,Back away from the elevator button.,motion_query
ds10k-00359,Could you show me the laptop in the classroom.,motion_query
ds10k-00360,Summarize the history of digital privacy.,chat
ds10k-00361,Lead me to the hallway. (variant 1830),motion_query
ds10k-00362,Please show me the elevator button in the classroom.,motion_query
ds10k-00363,"Hold still, please.",motion_query
ds10k-00364,Can you describe the taste of an apple?,chat
ds10k-00365,Do you support voice commands in Spanish?,chat
ds10k-00366,Describe the main ideas behind astrophysics. (variant 295),chat
ds10k-00367,Show me how to open a jar. (variant 1924),motion_query
ds10k-00368,What are some exercises for lower back pain?,chat
ds10k-00369,Recommend resources for microeconomics. (variant 1027),chat
ds10k-00370,Compare k-means and imitation learning for beginners. (variant 1949),chat
ds10k-00371,What are your thoughts on artificial intelligence?,chat
ds10k-00372,Point to the tallest person in the room.,motion_query
ds10k-00373,When was GPS discovered? (variant 953),chat
ds10k-00374,Back away from the edge.,motion_query
ds10k-00375,What causes insomnia? (variant 818),chat
ds10k-00376,Could you move the fire extinguisher to the parking area.,motion_query
ds10k-00377,move the plant to the lobby.,motion_query
ds10k-00378,Wave your arm to greet the guests.,motion_query
ds10k-00379,What should I wear for a job interview?,chat
ds10k-00380,Explain climate change in detail.,chat
ds10k-00381,Can you describe the difference between a cat and a dog?,chat
ds10k-00382,Walk to the doorway.,motion_query
ds10k-00383,Describe the main ideas behind microeconomics. (variant 1537),chat
ds10k-00384,What is renewable energy? (variant 1794),chat
ds10k-00385,What is the time in Tokyo right now?,chat
ds10k-00386,move the fire extinguisher to the workbench.,motion_query
ds10k-00387,Why is time management important? (variant 348),chat
ds10k-00388,Pick up the plant.,motion_query
ds10k-00389,What's the difference between a virus and a bacterium?,chat
ds10k-00390,Point to the charging dock. (variant 180),motion_query
ds10k-00391,Can you show me the power switch in the charging station.,motion_query
ds10k-00392,Look at the toolbox. (variant 1050),motion_query
ds10k-00393,Could you move the first aid kit to the classroom.,motion_query
ds10k-00394,How do I connect to Wi-Fi?,chat
ds10k-00395,show me the toolbox in the hallway.,motion_query
ds10k-00396,Help me understand meditation in detail.,chat
ds10k-00397,What is linear algebra?,chat
ds10k-00398,How does nutrition work? (variant 1404),chat
ds10k-00399,I need help with Python programming for my homework. (variant 1697),chat
ds10k-00400,When was the microscope discovered? (variant 2080),chat
ds10k-00401,What should I know about meditation for a beginner? (variant 1332),chat
ds10k-00402,What is the difference between SQL and momentum? (variant 1158),chat
ds10k-00403,What are the benefits of stress management? (variant 1707),chat
ds10k-00404,Turn towards the sound.,motion_query
ds10k-00405,Can you show me the shelf in the workbench.,motion_query
ds10k-00406,Explain operating systems in one paragraph.,chat
ds10k-00407,Can you show me the trash bin in the classroom.,motion_query
ds10k-00408,Recommend resources for sleep hygiene. (variant 130),chat
ds10k-00409,Do a cartwheel.,motion_query
ds10k-00410,Go to the door and open it.,motion_query
ds10k-00411,When was the airplane discovered? (variant 1597),chat
ds10k-00412,Can you move the door to the hallway.,motion_query
ds10k-00413,Could you move the fire extinguisher to the charging station.,motion_query
ds10k-00414,Rotate toward the audience. (variant 463),motion_query
ds10k-00415,Please move the marker to the hallway.,motion_query
ds10k-00416,How can I learn Spanish quickly?,chat
ds10k-00417,Please show me the book in the classroom.,motion_query
ds10k-00418,Help me understand climate change for a beginner. (variant 413),chat
ds10k-00419,Move closer to the table.,motion_query
ds10k-00420,Explain nutrition for a beginner. (variant 1262),chat
ds10k-00421,move the plant to the kitchen.,motion_query
ds10k-00422,Could you move the first aid kit to the doorway.,motion_query
ds10k-00423,Walk to the center of the room.,motion_query
ds10k-00424,Place the chair near the door.,motion_query
ds10k-00425,What is machine learning? (variant 1909),chat
ds10k-00426,Can you move the trash bin to the kitchen.,motion_query
ds10k-00427,Shake your head for no.,motion_query
ds10k-00428,Can you solve this math problem?,chat
ds10k-00429,Can you explain evolution in simple terms?,chat
ds10k-00430,What is world history? (variant 1150),chat
ds10k-00431,Describe the main ideas behind sleep hygiene. (variant 1675),chat
ds10k-00432,Reach out and touch my hand.,motion_query
ds10k-00433,Who invented the telephone? (variant 78),chat
ds10k-00434,Shake your head side to side.,motion_query
ds10k-00435,Lower your both hands slowly. (variant 995),motion_query
ds10k-00436,How many languages do you speak?,chat
ds10k-00437,How do I fix writer's block? (variant 1072),chat
ds10k-00438,Explain human anatomy in one paragraph.,chat
ds10k-00439,Could you move the fire extinguisher to the classroom. (variant 934),motion_query
ds10k-00440,How does public speaking work?,chat
ds10k-00441,Can you explain epidemiology in simple terms? (variant 2164),chat
ds10k-00442,Act out surprise.,motion_query
ds10k-00443,Give me advice about linear algebra.,chat
ds10k-00444,Demonstrate how to fold a towel. (variant 231),motion_query
ds10k-00445,Could you show me the laptop in the kitchen.,motion_query
ds10k-00446,What are your capabilities?,chat
ds10k-00447,What is your favorite song?,chat
ds10k-00448,Can you give me a riddle to solve?,chat
ds10k-00449,Could you move the charging dock to the doorway.,motion_query
ds10k-00450,Could you show me the drawer in the kitchen.,motion_query
ds10k-00451,Please show me the toolbox in the lobby.,motion_query
ds10k-00452,Can you solve this math problem: 15 * 27?,chat
ds10k-00453,Why is cryptography important? (variant 1383),chat
ds10k-00454,How long can you operate on a full battery?,chat
ds10k-00455,Act like you are sleeping.,motion_query
ds10k-00456,What is the difference between reinforcement learning and HTTP?,chat
ds10k-00457,Could you show me the first aid kit in the conference room.,motion_query
ds10k-00458,What is the difference between k-means and imitation learning? (variant 192),chat
ds10k-00459,Lower your right arm slowly.,motion_query
ds10k-00460,Can you move the laptop to the hallway.,motion_query
ds10k-00461,Tell me about database design. (variant 1545),chat
ds10k-00462,Explain machine learning for a beginner.,chat
ds10k-00463,Can you move the door to the charging station.,motion_query
ds10k-00464,Can you wave at me? (variant 75),motion_query
ds10k-00465,Explain database design in detail.,chat
ds10k-00466,Tell me about calculus. (variant 280),chat
ds10k-00467,Can you define the term 'robot ethics'?,chat
ds10k-00468,Bring me the whiteboard. (variant 10),motion_query
ds10k-00469,Give me advice about astrophysics.,chat
ds10k-00470,Could you move the laptop to the parking area.,motion_query
ds10k-00471,Lead me to the lobby. (variant 462),motion_query
ds10k-00472,Grab the plant with your right hand. (variant 1364),motion_query
ds10k-00473,Point at the door.,motion_query
ds10k-00474,Explain epidemiology step by step.,chat
ds10k-00475,Pick up the whiteboard.,motion_query
ds10k-00476,Walk to the doorway. (variant 404),motion_query
ds10k-00477,What should I know about climate change briefly?,chat
ds10k-00478,Move to the conference room.,motion_query
ds10k-00479,Can you move the blue cup to the lab. (variant 1798),motion_query
ds10k-00480,Help me understand world history in one paragraph. (variant 942),chat
ds10k-00481,What is project management? (variant 322),chat
ds10k-00482,Tell me about operating systems. (variant 1798),chat
ds10k-00483,Are you connected to the internet?,chat
ds10k-00484,Could you move the door to the kitchen.,motion_query
ds10k-00485,Show me how to press the button. (variant 988),motion_query
ds10k-00486,What should I know about database design step by step?,chat
ds10k-00487,Back away from the window. (variant 1965),motion_query
ds10k-00488,Turn your body to face the window.,motion_query
ds10k-00489,Look at the elevator button. (variant 1950),motion_query
ds10k-00490,Guide me to the exit.,motion_query
ds10k-00491,Hold this for a moment.,motion_query
ds10k-00492,Please move the drawer to the charging station.,motion_query
ds10k-00493,How can I learn classical music? (variant 558),chat
ds10k-00494,Answer with a thumbs up.,motion_query
ds10k-00495,Explain astrophysics briefly.,chat
ds10k-00496,Stretch your arms forward.,motion_query
ds10k-00497,I need help with astrophysics for my homework.,chat
ds10k-00498,Can you move the first aid kit to the parking area.,motion_query
ds10k-00499,What are the ethical implications of cloning?,chat
ds10k-00500,Help me understand critical thinking . (variant 1494),chat
ds10k-00501,Make a gesture that means no. (variant 1972),motion_query
ds10k-00502,Describe the main ideas behind machine learning.,chat
ds10k-00503,Step closer to the door. (variant 1390),motion_query
ds10k-00504,Raise your right arm. (variant 600),motion_query
ds10k-00505,Can you explain astrophysics in simple terms? (variant 370),chat
ds10k-00506,What should I know about cryptography in detail?,chat
ds10k-00507,Hold your arm up for 10 seconds.,motion_query
ds10k-00508,Please show me the marker in the kitchen.,motion_query
ds10k-00509,How can I learn sleep hygiene? (variant 1133),chat
ds10k-00510,Hold still while I measure your height.,motion_query
ds10k-00511,Step closer to the marker. (variant 1282),motion_query
ds10k-00512,What should I know about linguistics in one paragraph?,chat
ds10k-00513,Who invented GPS? (variant 653),chat
ds10k-00514,Wave your hand to greet the visitor.,motion_query
ds10k-00515,Can you tell me a story about a dragon?,chat
ds10k-00516,I need help with time management for my homework.,chat
